http_agent,version_release,screen_height,screen_width,model,screen_density_dpi,cpu_support_abis,screen_density
Dalvik/2.1.0 (Linux; U; Android 11; ELZ-AN10 Build/HONORELZ-AN10),11,2772,1288,ELZ-AN10,672,"[arm64-v8a, armeabi-v7a, armeabi]",4.2000003
Dalvik/2.1.0 (Linux; U; Android 12; M2102K1AC Build/SKQ1.211006.001),12,1440,3200,M2102K1AC,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 10; PH-1 Build/QQ1A.200105.032),10,2560,1316,PH-1,538,"[arm64-v8a, armeabi-v7a, armeabi]",3.3625
Dalvik/2.1.0 (Linux; U; Android 12; M2011K2C Build/SKQ1.211006.001),12,3200,1440,M2011K2C,667,"[arm64-v8a, armeabi-v7a, armeabi]",4.1687503
Dalvik/2.1.0 (Linux; U; Android 12; RMX3300 Build/SKQ1.211019.001),12,3216,1440,RMX3300,680,"[arm64-v8a, armeabi-v7a, armeabi]",4.25
Dalvik/2.1.0 (Linux; U; Android 12; PFCM00 Build/SP1A.210812.016),12,2400,1080,PFCM00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.1; OPPO A83t Build/N6F26Q),7.1.1,1440,720,OPPOA83t,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 9; SHT-W09 Build/HUAWEISHT-W09),9,2560,1600,SHT-W09,720,"[arm64-v8a, armeabi-v7a, armeabi]",4.5
Dalvik/2.1.0 (Linux; U; Android 12; M2007J1SC Build/SKQ1.211230.001),12,2340,1080,M2007J1SC,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 12; M2012K11AC Build/SKQ1.211230.001),12,2400,1080,M2012K11AC,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 12; SM-G9750 Build/SP1A.210812.016),12,3040,1440,SM-G9750,600,"[arm64-v8a, armeabi-v7a, armeabi]",3.75
Dalvik/2.1.0 (Linux; U; Android 12; SM-F926N Build/SP1A.210812.016),12,2616,960,SM-F926N,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; moto z4 Build/QDFS30.130-42-1-2),10,2340,1080,motoz4,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 6.0; X23 Build/MRA58K),6.0,1140,540,X23,240,"[arm64-v8a, armeabi-v7a, armeabi]",1.5
Dalvik/2.1.0 (Linux; U; Android 11; PESM10 Build/RKQ1.211019.001),11,1612,720,PESM10,272,"[arm64-v8a, armeabi-v7a, armeabi]",1.7
Dalvik/2.1.0 (Linux; U; Android 9; HLTE720T Build/PKQ1.190302.001),9,2340,1080,HLTE720T,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; J9110 Build/55.1.A.3.107),10,2560,1096,J9110,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/1.6.0 (Linux; U; Android 6.1; TF-N888 Build/KOT49H),6.1,1280,800,TF-N888,210,"[armeabi-v7a, armeabi]",1.3125
Dalvik/2.1.0 (Linux; U; Android 12; SM-N986N Build/SP1A.210812.016),12,2316,1080,SM-N986N,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 9; POCOPHONE F1 MIUI/V10.3.8.0.PEJMIXM),9,2246,1080,POCOPHONEF1,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 12; M2102J2SC Build/SKQ1.211006.001),12,2340,1080,M2102J2SC,461,"[arm64-v8a, armeabi-v7a, armeabi]",2.8812501
Dalvik/2.1.0 (Linux; U; Android 11; V1936A Build/RP1A.200720.012),11,2340,1080,V1936A,432,"[arm64-v8a, armeabi-v7a, armeabi]",2.7
Dalvik/2.1.0 (Linux; U; Android 8.1.0; V1813A Build/O11019),8.1.0,2280,1080,V1813A,375,"[arm64-v8a, armeabi-v7a, armeabi]",2.34375
Dalvik/1.6.0 (Linux; U; Android 4.4.4; HUAWEI Y635-TL00 Build/HuaweiY635-TL00),4.4.4,854,480,HUAWEIY635-TL00,240,"[armeabi-v7a, armeabi]",1.5
Dalvik/2.1.0 (Linux; U; Android 11; PEEM00 Build/RKQ1.210907.001),11,2412,1080,PEEM00,510,"[arm64-v8a, armeabi-v7a, armeabi]",3.1875
Dalvik/2.1.0 (Linux; U; Android 11; Pixel 4 Build/RQ2A.210505.002),11,2280,1080,Pixel4,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 12; Mi 10 Build/SKQ1.211230.001),12,2340,1080,Mi10,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 12; PECM30 Build/SP1A.210812.016),12,2400,1080,PECM30,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; LOK-350 Build/HUAWEILOK-350),9,1080,1920,LOK-350,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 12; PGKM10 Build/SP1A.210812.016),12,2412,1080,PGKM10,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 12; SM-N9760 Build/SP1A.210812.016),12,3040,1440,SM-N9760,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 11; PFCM00 Build/RP1A.200720.011),11,2400,1080,PFCM00,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 11; SM-G975U Build/RP1A.200720.012),11,1520,720,SM-G975U,280,"[arm64-v8a, armeabi-v7a, armeabi]",1.75
Dalvik/2.1.0 (Linux; U; Android 10; ZTE A2121 Build/QKQ1.200628.002),10,2460,1080,ZTEA2121,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 12; SM-N975U1 Build/SP1A.210812.016),12,3040,1440,SM-N975U1,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 5.1.1; MiBOX3 Build/LMY49J),5.1.1,1080,1920,MiBOX3,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 12; SM-G975N Build/SP1A.210812.016),12,3040,1440,SM-G975N,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 11; LM-G900 Build/RKQ1.201105.002),11,2460,1080,LM-G900,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 12; SLC-AN00 Build/HONORSLC-AN00),12,2652,1200,SLC-AN00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; MLD-AL00 Build/HUAWEIMLD-AL00),10,1600,720,MLD-AL00,272,"[arm64-v8a, armeabi-v7a, armeabi]",1.7
Dalvik/2.1.0 (Linux; U; Android 10; SM-F916N Build/QP1A.190711.020),10,2658,960,SM-F916N,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 12; M2007J17C Build/SKQ1.211230.001),12,2400,1080,M2007J17C,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; H8296 Build/52.1.A.2.1),10,2160,1080,H8296,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 10; BZC-W00 Build/HUAWEIBZC-W00),10,798,633,BZC-W00,213,"[arm64-v8a, armeabi-v7a, armeabi]",1.3312501
Dalvik/2.1.0 (Linux; U; Android 11; JAD-AL00 Build/HUAWEIJAD-AL00),11,2700,1228,JAD-AL00,458,"[arm64-v8a, armeabi-v7a, armeabi]",2.8625
Dalvik/2.1.0 (Linux; U; Android 12; RMX3300 Build/SKQ1.211019.001),12,2412,1080,RMX3300,510,"[arm64-v8a, armeabi-v7a, armeabi]",3.1875
Dalvik/2.1.0 (Linux; U; Android 12; SM-N9860 Build/SP1A.210812.016),12,1544,720,SM-N9860,280,"[arm64-v8a, armeabi-v7a, armeabi]",1.75
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 5 MIUI/20.6.18),9,2160,1080,RedmiNote5,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 11; Jelly2 Build/RP1A.200720.011),11,854,480,Jelly2,220,"[arm64-v8a, armeabi-v7a, armeabi]",1.375
Dalvik/2.1.0 (Linux; U; Android 8.1.0; i12Pro Max Build/O11019),8.1.0,1600,720,i12ProMax,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 7.1.1; SM-G5520 Build/NMF26X),7.1.1,1280,720,SM-G5520,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 11; SM-A205S Build/RP1A.200720.012),11,1560,720,SM-A205S,280,"[arm64-v8a, armeabi-v7a, armeabi]",1.75
Dalvik/2.1.0 (Linux; U; Android 12; SM-G7810 Build/SP1A.210812.016),12,2400,1080,SM-G7810,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 11.0; X50 Pro Build/PPR1.180610.011),11.0,1648,720,X50Pro,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 8.1.0; TablePC Build/O11019),8.1.0,1280,800,TablePC,210,"[arm64-v8a, armeabi-v7a, armeabi]",1.3125
Dalvik/2.1.0 (Linux; U; Android 10; HD1910 MIUI/20.12.10),10,3120,1440,HD1910,619,"[arm64-v8a, armeabi-v7a, armeabi]",3.86875
Dalvik/2.1.0 (Linux; U; Android 11; PEQM00 Build/RP1A.200720.011),11,2400,1080,PEQM00,384,"[arm64-v8a, armeabi-v7a, armeabi]",2.4
Dalvik/2.1.0 (Linux; U; Android 12; SM-G977N Build/SP1A.210812.016),12,2280,1080,SM-G977N,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 12; PEPM00 Build/SP1A.210812.016),12,2400,1080,PEPM00,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 10; AGM3-W09HN Build/HONORAGM3-W09HN),10,1200,948,AGM3-W09HN,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; PEEM00 Build/RKQ1.210907.001),11,2412,1080,PEEM00,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 9; LM-G710VM Build/PKQ1.181105.001),9,3120,1440,LM-G710VM,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 11; SHARK KLE-A0 Build/KLEN2202130CN00MR4),11,2400,1080,SHARKKLE-A0,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 12; SM-N985F Build/SP1A.210812.016),12,2316,1080,SM-N985F,450,"[arm64-v8a, armeabi-v7a, armeabi]",2.8125
Dalvik/2.1.0 (Linux; U; Android 12; M2102K1C Build/SKQ1.211230.001),12,3200,1440,M2102K1C,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 7 MIUI/V11.0.2.0.PFGCNXM),9,2340,1080,RedmiNote7,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; MAR-LX2B Build/HUAWEIMAR-L22BX),10,2312,1080,MAR-LX2B,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 6.0; M612C Build/MRA58K),6.0,1280,720,M612C,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 7.1.2; SM-T555 Build/NMF26X),7.1.2,600,461,SM-T555,130,"[x86_64, x86, arm64-v8a, armeabi-v7a, armeabi]",0.8125
Dalvik/2.1.0 (Linux; U; Android 8.0.0; ZUK Z2151 Build/OPR1.170623.032),8.0.0,1920,1080,ZUKZ2151,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.0.0; SHT-AL09 Build/HUAWEISHT-AL09),8.0.0,2560,1600,SHT-AL09,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 12; SM-G9750 Build/SP1A.210812.016),12,3040,1440,SM-G9750,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 12; SM-G986N Build/SP1A.210812.016),12,2400,1080,SM-G986N,450,"[arm64-v8a, armeabi-v7a, armeabi]",2.8125
Dalvik/2.1.0 (Linux; U; Android 12; PEDM00 Build/SKQ1.210216.001),12,2412,1080,PEDM00,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 12; PEGM00 Build/SKQ1.210216.001),12,2400,1080,PEGM00,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 12; SM-A5260 Build/SP1A.210812.016),12,2400,1080,SM-A5260,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 12; RNA-AN00 Build/HONORRNA-AN00),12,2676,1236,RNA-AN00,520,"[arm64-v8a, armeabi-v7a, armeabi]",3.25
Dalvik/2.1.0 (Linux; U; Android 7.1.2; ASUS_I001DA Build/NZH54D),7.1.2,1920,1080,ASUS_I001DA,160,"[x86, armeabi-v7a, armeabi, x86_64, arm64-v8a]",1
Dalvik/2.1.0 (Linux; U; Android 8.0.0; XT1710-11 Build/OCN27.59-34-2),8.0.0,1920,1080,XT1710-11,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 12; SM-G9750 Build/SP1A.210812.016),12,2280,1080,SM-G9750,450,"[arm64-v8a, armeabi-v7a, armeabi]",2.8125
Dalvik/2.1.0 (Linux; U; Android 8.0.0; M20 4G(M3K4) Build/O00623),8.0.0,2560,1600,M204G(M3K4),320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 6.0; GO C1 Build/MRA58K),6.0,854,480,GOC1,240,"[arm64-v8a, armeabi-v7a, armeabi]",1.5
Dalvik/2.1.0 (Linux; U; Android 6.0.1; ZUK Z2131 Build/MMB29M),6.0.1,1920,1080,ZUKZ2131,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/1.6.0 (Linux; U; Android 4.4.2; TAB A10-80HC Build/KOT49H),4.4.2,1280,800,TABA10-80HC,160,"[armeabi-v7a, armeabi]",1
Dalvik/2.1.0 (Linux; U; Android 12; SM-G7810 Build/SP1A.210812.016),12,2400,1080,SM-G7810,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 11; SM-W2022 Build/RP1A.200720.012),11,2152,1536,SM-W2022,460,"[arm64-v8a, armeabi-v7a, armeabi]",2.875
Dalvik/2.1.0 (Linux; U; Android 12; SM-N9700 Build/SP1A.210812.016),12,2280,1080,SM-N9700,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 12; Pixel 4 Build/SQ1A.220105.002),12,2280,1080,Pixel4,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 12; NX679J Build/SKQ1.211019.001),12,2400,1080,NX679J,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; ART-L29 Build/HUAWEIART-L29),10,1560,720,ART-L29,272,"[arm64-v8a, armeabi-v7a, armeabi]",1.7
Dalvik/2.1.0 (Linux; U; Android 12; SM-N9700 Build/SP1A.210812.016),12,2280,1080,SM-N9700,450,"[arm64-v8a, armeabi-v7a, armeabi]",2.8125
Dalvik/2.1.0 (Linux; U; Android 7.1.1; M12 Build/N6F26Q),7.1.1,1600,720,M12,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 11; MT2110 Build/RKQ1.210907.001),11,2400,1080,MT2110,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 7.1.2; TAS-AN00 Build/TAS-AN00),7.1.2,1920,1080,TAS-AN00,320,"[x86, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 7.1.2; LIO-AN00 Build/LIO-AN00),7.1.2,1920,1080,LIO-AN00,320,"[x86, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 12; PERM00 Build/SP1A.210812.016),12,2400,1080,PERM00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.1; QUAD-CORE T3 k2001-nwd Build/NMF27D),7.1.1,600,1024,QUAD-CORET3k2001-nwd,160,"[armeabi-v7a, armeabi]",1
Dalvik/2.1.0 (Linux; U; Android 9; GIONEE GT13 Build/PPR1.180610.011),9,1600,720,GIONEEGT13,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 11; RMX2205 Build/RP1A.200720.011),11,2400,1080,RMX2205,401,"[arm64-v8a, armeabi-v7a, armeabi]",2.5062501
Dalvik/2.1.0 (Linux; U; Android 10; NOP-AN00 Build/HUAWEINOP-AN00P),10,1104,2376,NOP-AN00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; i13 pro Max Build/PPR1.180610.011),9,1560,720,i13proMax,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android Tiramisu Build/TP1A.220218.001.B1),12,2340,1080,Pixel4a(5G),420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 11; GM1910 Build/RKQ1.200826.002),11,2340,1080,GM1910,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 12; GXX-W09 Build/HUAWEIGXX-W09),12,2560,1600,GXX-W09,400,"[arm64-v8a, armeabi-v7a, armeabi]",2.5
Dalvik/2.1.0 (Linux; U; Android 10; SM-G887N Build/QP1A.190711.020),10,2340,1080,SM-G887N,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 12; M2102K1C Build/SKQ1.211230.001),12,2400,1080,M2102K1C,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 11; SM-N986U Build/RP1A.200720.012),11,3088,1440,SM-N986U,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 11; Mi 10 Pro Build/RKQ1.200826.002),11,2340,1080,Mi10Pro,345,"[arm64-v8a, armeabi-v7a, armeabi]",2.15625
Dalvik/2.1.0 (Linux; U; Android 12; SM-G9980 Build/SP1A.210812.016),12,3200,1440,SM-G9980,680,"[arm64-v8a, armeabi-v7a, armeabi]",4.25
Dalvik/2.1.0 (Linux; U; Android 12; SM-X906C Build/SP1A.210812.016),12,1848,2960,SM-X906C,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 11; MEIZU 18s Pro Build/RKQ1.210408.001),11,3200,1440,MEIZU18sPro,498,"[arm64-v8a, armeabi-v7a, armeabi]",3.1125
Dalvik/2.1.0 (Linux; U; Android 5.0.1; Lenovo A5500 Build/LRX21M),5.0.1,1280,720,LenovoA5500,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; ANG-AN00 Build/HUAWEIANG-AN00),10,1560,720,ANG-AN00,272,"[arm64-v8a, armeabi-v7a, armeabi]",1.7
Dalvik/2.1.0 (Linux; U; Android 6.0; Letv X501 Build/DAXCNCU5902812115S),6.0,1920,1080,LetvX501,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 10; SM-G9600 Build/QP1A.190711.020),10,2220,1080,SM-G9600,450,"[arm64-v8a, armeabi-v7a, armeabi]",2.8125
Dalvik/2.1.0 (Linux; U; Android 10; Redmi 8 MIUI/V12.5.5.0.QCNCNXM),10,1464,720,Redmi8,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 12; SM-S9080 Build/SP1A.210812.016),12,2316,1080,SM-S9080,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; SM-G9880 Build/QP1A.190711.020),10,1600,720,SM-G9880,280,"[arm64-v8a, armeabi-v7a, armeabi]",1.75
Dalvik/2.1.0 (Linux; U; Android 11; XQ-BQ72 Build/61.0.A.23.20),11,2520,1080,XQ-BQ72,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 9; RVL-AL09 Build/HUAWEIRVL-AL09),9,1480,720,RVL-AL09,331,"[arm64-v8a, armeabi-v7a, armeabi]",2.0687501
Dalvik/2.1.0 (Linux; U; Android 12; SM-G7810 Build/SP1A.210812.016),12,2400,1080,SM-G7810,450,"[arm64-v8a, armeabi-v7a, armeabi]",2.8125
Dalvik/2.1.0 (Linux; U; Android 8.1.0; Redmi 5 MIUI/V10.3.3.0.ODACNXM),8.1.0,1440,720,Redmi5,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 8.1.0; PBFT00 Build/OPM1.171019.026),8.1.0,720,1520,PBFT00,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 7.0; PIC-TL00 Build/HUAWEIPIC-TL00),7.0,1920,1080,PIC-TL00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; DBY-W09 Build/HUAWEIDBY-W09),10,1600,1268,DBY-W09,600,"[arm64-v8a, armeabi-v7a, armeabi]",3.75
Dalvik/2.1.0 (Linux; U; Android 11; 2109119BC Build/RKQ1.210503.001),11,2400,1080,2109119BC,461,"[arm64-v8a, armeabi-v7a, armeabi]",2.8812501
Dalvik/2.1.0 (Linux; U; Android 10; LIO-AN00 Build/HUAWEILIO-AN00),10,2400,1176,LIO-AN00,472,"[arm64-v8a, armeabi-v7a, armeabi]",2.95
Dalvik/2.1.0 (Linux; U; Android 12; PEYM00 Build/SP1A.210812.016),12,2400,1080,PEYM00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; FRL-L22 Build/HUAWEIFRL-L22),10,2400,1080,FRL-L22,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 5.1; BF T26 Build/LMY47D),5.1,1280,720,BFT26,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 9; P400 Build/PPR1.180610.011),9,1280,800,P400,190,"[arm64-v8a, armeabi-v7a, armeabi]",1.1875
Dalvik/2.1.0 (Linux; U; Android 11; V2111A Build/RP1A.200720.012),11,1080,2408,V2111A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; Nokia 7.2 Build/PKQ1.190118.001),9,2340,1080,Nokia7.2,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 10; MI 9 MIUI/9.11.11),10,2340,1080,MI9,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; KRJ2-W09 Build/HONORKRJ2-W09),11,1200,991,KRJ2-W09,372,"[arm64-v8a, armeabi-v7a, armeabi]",2.325
Dalvik/2.1.0 (Linux; U; Android 11; SHARK PRS-A0 Build/PROS2201111CN00MR1),11,2400,1080,SHARKPRS-A0,468,"[arm64-v8a, armeabi-v7a, armeabi]",2.925
Dalvik/2.1.0 (Linux; U; Android 11; 803SH Build/S2002),11,2280,1080,803SH,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; T1-701u Build/HuaweiMediaPad),4.4.2,1024,600,T1-701u,160,"[armeabi-v7a, armeabi]",1
Dalvik/2.1.0 (Linux; U; Android 11; SM-T970 Build/RP1A.200720.012),11,2800,1752,SM-T970,300,"[arm64-v8a, armeabi-v7a, armeabi]",1.875
Dalvik/2.1.0 (Linux; U; Android 11; Armor 11 5G Build/RP1A.200720.011),11,1560,720,Armor115G,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 12; M2102K1AC Build/SKQ1.211230.001),12,3200,1440,M2102K1AC,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 12; SM-G981U1 Build/SP1A.210812.016),12,2400,1080,SM-G981U1,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 12; SM-S9080 Build/SP1A.210812.016),12,3088,1440,SM-S9080,640,"[arm64-v8a, armeabi-v7a, armeabi]",4
Dalvik/2.1.0 (Linux; U; Android 12; SM-G988N Build/SP1A.210812.016),12,2400,1080,SM-G988N,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 8.0.0; Nokia 7 plus Build/OPR1.170623.026),8.0.0,2160,1080,Nokia7plus,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 9; MIX 2 MIUI/9.9.3),9,2160,1080,MIX2,411,"[arm64-v8a, armeabi-v7a, armeabi]",2.5687501
Dalvik/2.1.0 (Linux; U; Android 12; SM-S9080 Build/SP1A.210812.016),12,3088,1440,SM-S9080,600,"[arm64-v8a, armeabi-v7a, armeabi]",3.75
Dalvik/2.1.0 (Linux; U; Android 9; 20190808 Build/PPR1.180610.011),9,1440,720,20190808,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 12; SM-G9750 Build/SP1A.210812.016),12,3040,1440,SM-G9750,640,"[arm64-v8a, armeabi-v7a, armeabi]",4
Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 5s Plus MIUI/V8.0.16.0.MBGCNDI),6.0.1,1920,1080,MI5sPlus,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; Redmi K30 5G MIUI/V11.0.11.0.QGICNXM),10,2304,1080,RedmiK305G,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 9; vivo X21A Build/PKQ1.180819.001),9,2280,1080,vivoX21A,371,"[arm64-v8a, armeabi-v7a, armeabi]",2.3187501
Dalvik/2.1.0 (Linux; U; Android 11; GIA-AN00 Build/HONORGIA-AN00),11,2400,1080,GIA-AN00,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
